1,36
4,8
9,8
12,8
13,9
15,8
19,8
20,8
33,9
37,8
47,8
51,8
52,8
58,8
61,8
63,140
64,142
66,145
67,138
68,107
75,122
77,114
78,106
80,110
82,109
86,105
88,116
92,108
93,114
96,107
99,111
103,105
104,107
107,105
109,107
112,106
113,111
116,108
118,107
121,105
123,124
125,108
129,105
131,107
132,85
133,20
136,9
143,9
144,8
155,7
156,7
159,8
160,7
162,9
166,8
168,8
173,10
186,9
187,8
193,8
203,8
205,9
207,8
209,9
213,9
215,8
216,8
217,8
220,9
221,8
229,8
230,8
235,8
240,8
241,9
244,8
245,8
251,8
252,8
254,8
255,9
257,8
259,8
265,8
272,8
275,8
278,11
279,8
291,8
294,8
295,8
296,8
298,8
300,8
305,8
310,8
312,8
